"path","signature","nickname","members","lettercontent","ip","user_agent","referrer","created_at"
"/pages/writeletters/","True","chinese fan","ALL","그동안 정말 수고하셨습니다. 좀 더 이른 시간에 뵙지 못해 아쉽습니다. 하지만 앞으로 오래도록 함께 할게요.요즘 몸 잘 챙겨야 해. 건강이 제일 중요해. 기분이 안 좋으면 맛있는 거 먹고 긴장을 풀도록 해.앞으로 꼭 점점 좋아질거야, 너희들 새 앨범 기대할게, 꼭 힘껏 응원할게.Fighting!(。’▽’。)♡","124.64.23.23","Mozilla/5.0 (Linux; Android 12; PEAM00 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.4692.98 Mobile Safari/537.36 T7/13.23 light/1.0 SP-engine/2.61.0 baiduboxapp/13.23.0.11 (Baidu; P1 12)","https://forxloveletters.com/pages/writeletters/","2023-04-20T19:38:37.616Z"
"/pages/writeletters/","True","Flo","Jaehan","Jaehann words can't describe how much I love you. I hope you're doing just fine these days. Don't forget to take care of yourself, stay hydrated and eat on time. Rest is also extremely important, so rest when needed💗💗💗 sending love from Indonesia (⁠ ⁠◜⁠‿⁠◝⁠ ⁠)⁠♡","124.40.251.34","Mozilla/5.0 (Linux; Android 11; Redmi Note 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Mobile Safari/537.36","https://forxloveletters.com/pages/writeletters/","2023-04-20T18:13:00.875Z"
"/pages/writeletters/","True","qianqian","ALL","Hello, my babies, I want to say to you, do not get sick, must be healthy and happy to enjoy life, also thank you so brave, and this courage also gives me great strength and support me to live a good life. You are loved and supported by people from many, many different regions! So please keep shining as the light on the stage. Be bold and fearless!( from Chinese fan)","93.186.201.86","Mozilla/5.0 (Linux; Android 12; PCLM10 Build/SKQ1.211113.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.4692.98 Mobile Safari/537.36 TwitterAndroid","https://forxloveletters.com/pages/writeletters/","2023-04-20T17:36:06.507Z"
"/pages/writeletters/","True","pillpim","ALL","Thank you for your persistence，Thank you for your bravery，Thank you very much.Take care of yourself and have a good rest.Don't have too much pressure, I will wait for each of you quietly.Love you! I hope each of you will be healthy and happy!","16.163.128.213","Mozilla/5.0 (Linux; Android 12; PEAM00 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.4692.98 Mobile Safari/537.36 T7/13.29 light/1.0 SP-engine/2.67.0 baiduboxapp/13.29.0.11 (Baidu; P1 12)","https://forxloveletters.com/pages/writeletters/","2023-04-20T17:32:21.856Z"
"/pages/writeletters/","True","Yelim","ALL","안녕 친애하는 OX.나는 중국에서 온 팬이다,난 너희들을 정말 좋아해,분명 꽃길을 걸을 거야,중국 팬들은 항상 당신을 응원할 것입니다,모두 건강하시길 바랍니다,평화적인,당신의 꿈을 실현하십시오, 포기하지 마세요,서둘러!
중국의 수많은 팬 중 한 명.
Dear Omega x,nice to meet you.I am a fan come from China.I like you very much.I believe that good things will happen to you.We will always support you.I hope you will always be healthy and safe.Be sure to live well！Then go and make your dreams come true.Don't give up! Come on!
One of countless fans from China
我的OX宝贝们，你们好，我是来自中国的粉丝，真的非常非常喜欢你们，相信OX一定会走花路的，我们也会一直支持你们，希望你们健康、平安，然后去实现梦想，不要放弃！加油！
来自中国无数粉丝之一","43.239.85.245","Mozilla/5.0 (Linux; Android 12; GOT-W09 Build/HUAWEIGOT-W09; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5304.141 Safari/537.36 XWEB/5023 MMWEBSDK/20230303 MMWEBID/5193 MicroMessenger/8.0.34.2340(0x28002259) WeChat/arm64 Weixin Android Tablet NetType/WIFI Language/zh_CN ABI/arm64","https://forxloveletters.com/pages/writeletters/","2023-04-20T16:57:37.958Z"
"/pages/writeletters/","True","Ar.p","ALL","I am so lucky to have met you. Every one of you is so charming and lovable.The way you guys pursue your dreams gives me a lot of strength and courage. Thanks to you, I'm so eudaemonic.
There may be a lot of regrets and pains in the past, but that has passed. No one knows what the future will look like, but it is certain that the future will be full of new hopes. So, bloom as brightly and enthusiastically as fresh flowers!
It is your wish to shine on the stage, and it is my wish to watch you shine on the stage. Let's cheer for each other and work together to realize our wishes!
Most importantly, please love yourselves more. Pay more attention to your health, eat well, have a good rest, and don't be too tired. See you healthy and happy, we will feel happy.
FOREVER with OMEGA X
爱你们每一个人(Love each of you）
                                          ","39.144.138.84","Mozilla/5.0 (Linux; Android 11; PCRT01 Build/RKQ1.200903.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 Weibo (OPPO-PCRT01__weibo__13.3.4__android__android11)","https://forxloveletters.com/pages/writeletters/","2023-04-20T16:31:59.711Z"
"/pages/writeletters/","True","tian tian","ALL","안녕하세요, omega X 저는 중국 출신입니다. 여러분을 발견한 중학교 2 학년 학생입니다. 저는 드라마에서 당신들을 알게 되었습니다. 당신들을 아주 좋아합니다. 당신들의 노래를 좋아합니다. 모든 노래를 좋아합니다. 매일 순환합니다. 나는 많은 사람들이 이미 너희들을 보았으니, 계속 응원하고 매일 즐겁게 지내야 한다고 말하고 싶다. 너희들은 영원히 최고다. 제가 중학교 2 학년이니까 앞으로 꼭 한국에 가서 당신들의 콘서트에 참석하겠습니다! 지금은 웨이보에서만 너희를 알 수 있지만, 그래도 매우 기쁘다! 소원을 빌어도 될까요? 내가 제일 좋아하는 고등학교에 직접 합격할 수 있기를 바랍니다! ""제가 쓰는 번역기에 착오가 있을 거예요. 죄송합니다.""","180.119.46.0","Mozilla/5.0 (iPhone; CPU iPhone OS 12_5_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Weibo (iPhone6,1__weibo__13.4.1__iphone__os12.5.7)","https://forxloveletters.com/pages/writeletters/","2023-04-20T16:30:36.670Z"
"/pages/writeletters/","True","tian tian","ALL","안녕하세요, omega X 저는 중국 출신입니다. 여러분을 발견한 중학교 2 학년 학생입니다. 저는 드라마에서 당신들을 알게 되었습니다. 당신들을 아주 좋아합니다. 당신들의 노래를 좋아합니다. 모든 노래를 좋아합니다. 매일 순환합니다. 나는 많은 사람들이 이미 너희들을 보았으니, 계속 응원하고 매일 즐겁게 지내야 한다고 말하고 싶다. 너희들은 영원히 최고다. 제가 중학교 2 학년이니까 앞으로 꼭 한국에 가서 당신들의 콘서트에 참석하겠습니다! 지금은 웨이보에서만 너희를 알 수 있지만, 그래도 매우 기쁘다! 소원을 빌어도 될까요? 내가 제일 좋아하는 고등학교에 직접 합격할 수 있기를 바랍니다! ""제가 쓰는 번역기에 착오가 있을 거예요. 죄송합니다.""","180.119.46.0","Mozilla/5.0 (iPhone; CPU iPhone OS 12_5_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Weibo (iPhone6,1__weibo__13.4.1__iphone__os12.5.7)","https://forxloveletters.com/pages/writeletters/","2023-04-20T16:29:37.586Z"
"/pages/writeletters/","True","Golden OX ","ALL","저는중국에서온팬입니다.비록당신들은중국에온적이없지만정말제마음속에사는것같습니다.솔직히나는지난달에아주나쁜일을겪었는데매일밥을먹지못하고잠을이루지못했다.하지만난운좋게너희들을만났어. 앞으로 우리 같이 행복하게 보냈으면 좋겠어……기계번역을 했기 때문에 길게 쓰지는 않았습니다. I LOVE OX!!!
I am a fan from China. Although you have never been to China, it really feels like living in my heart. To be honest, I experienced a very bad thing last month, unable to eat or sleep every day. But I am fortunate to have met you, and you have given me a lot of strength. I hope we can be happy together in the future！I didn't write too long because I used machine translation,but you know I love all numbers from OX！！！","223.99.192.16","Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 WeiboIntliOS_iPhone_6160","https://forxloveletters.com/pages/writeletters/","2023-04-20T16:16:54.455Z"
"/pages/writeletters/","True","","Hwichan","스스로를 잘 돌보세요，I love you。I hope to see you soon！","110.16.67.203","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Weibo (iPhone13,2__weibo__13.4.1__iphone__os16.3.1)","https://forxloveletters.com/pages/writeletters/","2023-04-20T16:15:18.838Z"
"/pages/writeletters/","True","","ALL","건강하고 행복하세요. 항상 응원하겠습니다  빨리뵐수있었으면좋겠습니다。사랑해요

","110.16.67.203","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Weibo (iPhone13,2__weibo__13.4.1__iphone__os16.3.1)","https://forxloveletters.com/pages/writeletters/","2023-04-20T16:11:27.648Z"
"/pages/writeletters/","True","pp","Jaehan","You're really good! It's cute! Very talented!🥰 I hope you are healthy and free to be yourself!Must pay attention to health!!!爱你❤️","39.144.29.107","Mozilla/5.0 (Linux; Android 13; V2162A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.4951.74 Mobile Safari/537.36 Weibo (vivo-V2162A__weibo__13.4.2__android__android13)","https://forxloveletters.com/pages/writeletters/?continueFlag=7fa5368b3370208d9b0b720f8e88c93a","2023-04-20T16:05:05.734Z"
"/pages/writeletters/","False","FOR X","ALL","Please set up your group's youtube channel to shoot some group vlogs and create your own tiktok","106.47.6.24","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Weibo (iPhone13,2__weibo__13.4.1__iphone__os16.1)","https://forxloveletters.com/pages/writeletters/","2023-04-20T16:01:25.081Z"
"/pages/writeletters/","True","","Jaehan","Hello jaehan  You've been working hard as the big brother of the team you have to be happy all the time and you've been putting on a little weight 😂 Just be a little thinner don't put too much pressure on yourself .You're perfect for short hair. short hair is the best haircut of all .why don't you guys get your own tiktok and youtube channel where you can record some of the team's daily routines I don't think you guys get enough exposure right now . get your own youtube channel and a little vlog  and then hopefully you'll come back","106.47.6.24","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Weibo (iPhone13,2__weibo__13.4.1__iphone__os16.1)","https://forxloveletters.com/pages/writeletters/","2023-04-20T15:58:52.722Z"
"/pages/writeletters/","True","pp","ALL","Omegax is the best!!!🥰I listen to your songs every day,it makes me happy and energetic.I am looking forward to your new album, thank you for your persistence, always accompany you, will be better and better.🤗(Everyone is so kiyooooo😚)爱你们，加油！！！","39.144.29.107","Mozilla/5.0 (Linux; Android 13; V2162A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.4951.74 Mobile Safari/537.36 Weibo (vivo-V2162A__weibo__13.4.2__android__android13)","https://forxloveletters.com/pages/writeletters/?continueFlag=7fa5368b3370208d9b0b720f8e88c93a","2023-04-20T15:58:45.986Z"
"/pages/writeletters/","True","xiwei","Jaehan","Hi Jaehan, I am a fan from China, I am very happy to have the opportunity to write something to convey my mood. I also sent a private message on ig before, I wonder if you can see it? Write it down here again, love you this thing I will tell you again and again.
Here's what I want to say.
I am very sorry that I could not accompany you in the most difficult period. I know about the ox from the drama that you played with Yechan. Yechan and I are the same year. He's great boy, too, the youngest sometimes very adultness. You are all creative and have strong business ability. I have seen some covers on the spot, and the performance is very stable and bright! Each member has its own characteristics. They are all treasures! Although ox has no company and is not in a good position, it is slowly being seen! There are a lot of fans in China looking forward to your return, the only pity is that due to China's policy issues, the series can not be very popular here, but we will try our best to promote, please do stick to 🙏 but the premise is to take care of your health! Don't break down! Jaehan although the team is the eldest brother, but is not the beginning, once you are also taken care of the younger brother, the pressure is really great , has been hard! Please take good care of yourself and your members! Looking forward to your return! Be happy all the time😊❤️","220.205.232.191","Mozilla/5.0 (Linux; Android 13; V2231A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.4951.74 Mobile Safari/537.36 Weibo (vivo-V2231A__weibo__13.4.2__android__android13)","https://forxloveletters.com/pages/writeletters/","2023-04-20T15:46:40.760Z"
"/pages/writeletters/","True","Chinese FORX","Jaehan","사랑하는 재한, 안녕하세요🥹
저는 중국에서 온 팬입니다.네가 연기하는 드라마를 보고 너를 아주 좋아해!나는 너희들의 무대와 노래를 많이 보았는데, 모두 매우 멋있다! 여러분을 알게 되어 매우 행운입니다. 앞으로의 길이 순조롭게 진행되기를 바랍니다!너무 고생하지 말고 건강에 주의해야 한다.항상 omegax 를 지원할 것입니다! ! !우리 아름다운 미래에 만나자! ! !😎","193.61.207.173","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1","https://forxloveletters.com/pages/writeletters/","2023-04-20T15:27:38.103Z"
"/pages/writeletters/","True","LIN.ZT","Yechan","Hello，Yechan🥰
  I'm your new fan from China.I'm glad I met you this year.My name is LIN.ZT,you can call me ZT.It will be easy to communicate with you because you can speak English haha😉
When I first got to know you, I thought you were a handsome boy.Because I think you're very good at how to present yourself on stageIt is because of your advantage that I have a lot of confidence in life😉 Thank you so much 🥰Your voice when you sing is very good, which is not the same as your usual voice, but I like it all.I love your expressiveness very much.Please continue to be a handsome boy as always.Please take care of yourself, because you are yourself first, and then our yechan！！！This is the most important thing！We agreed that we must meet healthy and happy, okay?
I love you so muuuuuuch. 사랑해요, 예찬nim～
Your Chinese fan，
LIN.ZT❤


","116.142.99.197","Mozilla/5.0 (Linux; Android 12; JER-AN10 Build/HUAWEIJER-AN10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.4692.98 Mobile Safari/537.36 T7/13.19 BDOS/1.0 (HarmonyOS 3.0.0) light/1.0 SP-engine/2.57.0 baiduboxapp/13.19.0.12 (Baidu; P1 12)","https://forxloveletters.com/pages/writeletters/","2023-04-20T15:26:35.794Z"
"/pages/writeletters/","True","Monica","ALL","OMEGAX的弟弟们你们好呀，我是来自中国的姐姐粉，感谢你们的坚持，坚持到有越来越多的FORX，希望你们可以坚持自己的理想，同时也要照顾好自己，愿你三冬暖，愿你春不寒，愿你勇敢，愿你平安！我会一直支持你们，期待你们回归！OX Fighting！","159.138.37.163","Mozilla/5.0 (Linux; Android 10; Redmi K30 Pro Build/QKQ1.191117.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.101 Mobile Safari/537.36 Weibo (Xiaomi-Redmi K30 Pro__weibo__13.1.1__android__android10)","https://forxloveletters.com/pages/writeletters/?continueFlag=45793793abf2e2d33f1074690d4ea936","2023-04-20T15:19:09.402Z"
"/pages/writeletters/","True","","Jaehan","Hello,jaehan😘
  I'm your new fan from China.I'm glad I met you this year.My name is LIN.ZT,you can call me ZT.I don't speak Korean, but I still want to write to you in Korean.
소년을위로해줘,예찬 과 함께하는 TV 시리즈는 훌륭합니다.이 시간을 통해 당신을 알아가십시오，나는 당신이 특히 온화한 사람이라고 생각합니다，기분이 나쁠 때 만날 수 있다는 사실에 정말 감사드립니다.나는 너에게 말하고 싶다，당신은 해냈고, 당신은 그것을 해냈고, 당신이 쓴 모든 노래로 청중에게 깊은 인상을 남겼습니다! 당신이 만드는 데 도움을 준 노래는 정말 좋았고, 당신은 해냈습니다! 그러니 좋은 일을 계속하고 대담하게 당신이하고 싶은 일을하십시오!가장 중요한 것은，당신이먼저당신이고,그다음이우리모두의재한이기때문에자신을잘보살펴주십시오.피곤하면꼭쉬고,우리와이야기하고싶을때ins를보내요.우리는항상있어요.네가날따뜻하게해줬으니까，그래서 나도 당신의 의존성이 되고 싶습니다.우리재한아,계속빛나고뜨거워라.언젠가 우리가 만날 수 있기를.사랑해요, 재한nim.💖（If my words offend you, I'm sorry in advance, because I'm really not good at Korean）진짜좋아해요.❤If we can meet one day, I have a lot more to say to you.
Your Chinese fan，
LIN.ZT❤


","116.142.99.197","Mozilla/5.0 (Linux; Android 12; JER-AN10 Build/HUAWEIJER-AN10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.4692.98 Mobile Safari/537.36 T7/13.19 BDOS/1.0 (HarmonyOS 3.0.0) light/1.0 SP-engine/2.57.0 baiduboxapp/13.19.0.12 (Baidu; P1 12)","https://forxloveletters.com/pages/writeletters/","2023-04-20T15:12:13.210Z"
"/pages/writeletters/","True","LIN.ZT","Jaehan","Hello,jaehan😘
  I'm your new fan from China.I'm glad I met you this year.My name is LIN.ZT,you can call me ZT.I don't speak Korean, but I still want to write to you in Korean.
소년을위로해줘,예찬 과 함께하는 TV 시리즈는 훌륭합니다.이 시간을 통해 당신을 알아가십시오，나는 당신이 특히 온화한 사람이라고 생각합니다，기분이 나쁠 때 만날 수 있다는 사실에 정말 감사드립니다.나는 너에게 말하고 싶다，당신은 해냈고, 당신은 그것을 해냈고, 당신이 쓴 모든 노래로 청중에게 깊은 인상을 남겼습니다! 당신이 만드는 데 도움을 준 노래는 정말 좋았고, 당신은 해냈습니다! 그러니 좋은 일을 계속하고 대담하게 당신이하고 싶은 일을하십시오!가장 중요한 것은，당신이먼저당신이고,그다음이우리모두의재한이기때문에자신을잘보살펴주십시오.피곤하면꼭쉬고,우리와이야기하고싶을때ins를보내요.우리는항상있어요.네가날따뜻하게해줬으니까，그래서 나도 당신의 의존성이 되고 싶습니다.우리재한아,계속빛나고뜨거워라.언젠가 우리가 만날 수 있기를.사랑해요, 재한nim.💖（If my words offend you, I'm sorry in advance, because I'm really not good at Korean）진짜좋아해요.❤If we can meet one day, I have a lot more to say to you.
Your Chinese fan，
LIN.ZT❤


","116.142.99.195","Mozilla/5.0 (Linux; Android 12; JER-AN10 Build/HUAWEIJER-AN10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.4692.98 Mobile Safari/537.36 T7/13.19 BDOS/1.0 (HarmonyOS 3.0.0) light/1.0 SP-engine/2.57.0 baiduboxapp/13.19.0.12 (Baidu; P1 12)","https://forxloveletters.com/pages/writeletters/","2023-04-20T15:08:30.329Z"
"/pages/writeletters/","True","장자요","Sebin","헉헉!세상에서 제일 잘생긴 세빈 오빠 안녕하세요~내가 이렇게 특별한 칭찬을 하니, 형이 기억할 만하다.하하하~오빠, 이야기 하나 해줄게.세빈 오빠 멋있지만.그러나！！나는 너의 팬이 아니야~하하하하하…하지만 걱정 마세요.나는 너를 세 번째로 사랑한다.뽀뽀~[爱心]（그래도 오빠는 정말 멋지고 훌륭하니까 계속 힘내세요~）","119.179.74.223","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) MicroMessenger/6.8.0(0x16080000) MacWechat/3.7(0x13070010) Safari/605.1.15 NetType/WIFI","https://forxloveletters.com/pages/writeletters/","2023-04-20T14:53:52.542Z"
"/pages/writeletters/","True","Kimchee","Taedong","Taedongie! Hello! Im your new fan. You can call me Kimchee. Thank you so much for existing and sharing your music to us. Hang in there. Okay? Im waiting for you and Omega X come back!  Your smile makes me happy and your smile means a lot to me. Fighting! Love yah!","119.93.42.198","Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-P205) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/20.0 Chrome/106.0.5249.126 Safari/537.36","https://forxloveletters.com/pages/writeletters/","2023-04-20T14:52:42.137Z"
"/pages/writeletters/","True","장자요","ALL","그동안 생활도 공부도 즐겁지 않은 문제가 많았어요.나는 외향적인 사람이 아닌데다 자신감이 없고, 사람들의 시선을 마주치는 게 두렵기 때문이다.크고 작은 좌절을 만나다그리고 시간이 많이 지나기 때문에, 친구 사이는 이미 굳어졌습니다.친한 친구가 곁에 없다.저처럼 때론 어울리지 않는 사람은 외로워 보입니다.뭔가에 어울리는 척하려고 노력했지만 오히려 내 마음을 더 닫아버렸다.애써 자연스러운 척 진짜.정말 힘들어요.번잡한 정서가 억눌려 있는 가운데, 너희들을 만났다.너희들의 근 2년의 여정을 보고, 마음이 매우 감동되었다.용기를 북돋아 준 것 같아요.더 이상 피하지 않고 맞서려고 노력하세요.당신들이 나타나 주셔서 정말 감사합니다.너희들의 우수함은 끝이 없다.어쩔 수 없이 좋아하게 된 것 같아요.당신들이 계속 견지할 수 있기를 바랍니다.행복해야죠 여러분.우리는 항상 당신들과 함께 할 것입니다.파이팅~（사랑해요[爱心]）","119.179.74.223","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) MicroMessenger/6.8.0(0x16080000) MacWechat/3.7(0x13070010) Safari/605.1.15 NetType/WIFI","https://forxloveletters.com/pages/writeletters/","2023-04-20T14:52:33.956Z"
"/pages/writeletters/","True","장자요","ALL","그동안 생활도 공부도 즐겁지 않은 문제가 많았어요.나는 외향적인 사람이 아닌데다 자신감이 없고, 사람들의 시선을 마주치는 게 두렵기 때문이다.크고 작은 좌절을 만나다그리고 시간이 많이 지나기 때문에, 친구 사이는 이미 굳어졌습니다.친한 친구가 곁에 없다.저처럼 때론 어울리지 않는 사람은 외로워 보입니다.뭔가에 어울리는 척하려고 노력했지만 오히려 내 마음을 더 닫아버렸다.애써 자연스러운 척 진짜.정말 힘들어요.번잡한 정서가 억눌려 있는 가운데, 너희들을 만났다.너희들의 근 2년의 여정을 보고, 마음이 매우 감동되었다.용기를 북돋아 준 것 같아요.더 이상 피하지 않고 맞서려고 노력하세요.당신들이 나타나 주셔서 정말 감사합니다.너희들의 우수함은 끝이 없다.어쩔 수 없이 좋아하게 된 것 같아요.당신들이 계속 견지할 수 있기를 바랍니다.행복해야죠 여러분.우리는 항상 당신들과 함께 할 것입니다.파이팅~（사랑해요[爱心]）","119.179.74.223","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) MicroMessenger/6.8.0(0x16080000) MacWechat/3.7(0x13070010) Safari/605.1.15 NetType/WIFI","https://forxloveletters.com/pages/writeletters/","2023-04-20T14:51:50.361Z"
"/pages/writeletters/","True","","Jehyun","Jehyun,happy birthday, be happy every day. I hope you guys are getting better and better","183.53.12.32","Mozilla/5.0 (Linux; Android 12; NCO-AL00 Build/HUAWEINCO-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5304.141 Mobile Safari/537.36 XWEB/5023 MMWEBSDK/20230303 MMWEBID/2650 MicroMessenger/8.0.34.2340(0x28002259) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64","https://forxloveletters.com/pages/writeletters/","2023-04-20T14:41:55.484Z"
"/pages/writeletters/","True","喜欢养猫的FOR X","ALL","사랑하는 멤버들, 말 그대로입니다.
    저는 중국에서 온 작은 팬입니다🐱. 이렇게 편지를 쓸 수 있다는 것은 정말 행복한 일입니다. 너무 감사하고 좋아합니다. 재한신과 예찬김이 '소년을 위로해 주세요'에 출연해서 여러분을 알게 되었습니다.
     여러분 모두에게 감사드리고 싶습니다. 제 삶에 나타나주셔서 감사합니다. 정말 대단합니다. 무대 위의 여러분, 현실의 여러분, 저마다 자신만의 스타일과 특색이 있습니다.
     내가 있는 도시는 당신들과 바다를 마주하고 있다. 언젠가 나는 당신들을 만나러 여행을 갈 것이다. 그러니 잘 살고, 열심히 연습하고, 무대에 서고, 내가 오기를 기다린다. 언젠가 잃어버리면 바다 건너편을 볼 수 있습니다. Chinese fans들은 항상 이곳에서 당신들을 사랑합니다.
      평소 자신의 몸을 아끼고, 돌아오는 날 완벽한 컨디션, 즐거움이 보여주는 컨디션, 춤출 때의 컨디션을 보고 싶습니다.
      힘내세요, 족쇄를 뚫고, 당신들은 모두 최고입니다, 꿈을 쫓는 당신들은 더욱 갈고 나아가야 합니다, 꿈은 결코 당신들과 멀리 떨어져 있지 않습니다, 그것은 단지 종점에서 당신들을 기다리고 있을 뿐입니다, 과거의 경험을 한번의 시련으로 생각하고, 미래를 내다보고, 우리는 당신들과 함께 꿈을 쫓을 것입니다!
                                   -언제나 사랑해요.","119.180.18.237","Mozilla/5.0 (Linux; Android 13; PELM00 Build/TP1A.220905.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.4692.98 Mobile Safari/537.36 T7/13.31 light/1.0 SP-engine/2.69.0 baiduboxapp/13.31.5.10 (Baidu; P1 13)","https://forxloveletters.com/pages/writeletters/","2023-04-20T14:40:54.869Z"
"/pages/writeletters/","True","喜欢养猫的FOR X","Yechan","신예찬.안녕하세요!
저는 중국에서 온 팬입니다. 당신을 매우 좋아합니다. 앞으로의 생활에서 열심히 노력하세요. 당신은 훌륭합니다. 나는 당신을 정말 사랑합니다.","119.180.18.237","Mozilla/5.0 (Linux; Android 13; PELM00 Build/TP1A.220905.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.4692.98 Mobile Safari/537.36 T7/13.31 light/1.0 SP-engine/2.69.0 baiduboxapp/13.31.5.10 (Baidu; P1 13)","https://forxloveletters.com/pages/writeletters/","2023-04-20T14:39:49.223Z"
"/pages/writeletters/","True","","Yechan","아기는 앞으로도 매일 즐거워야 해요, 사랑해요💓💓💗💗","182.104.104.56","Mozilla/5.0 (Linux; Android 12; PEGM10 Build/RKQ1.211103.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.4692.98 Mobile Safari/537.36 Weibo (OPPO-PEGM10__weibo__13.4.1__android__android12)","https://forxloveletters.com/pages/writeletters/","2023-04-20T14:36:36.729Z"
"/pages/writeletters/","True","","ALL","만나서 반갑습니다. 앞으로 같이 갑시다.💚💚💚","182.104.104.56","Mozilla/5.0 (Linux; Android 12; PEGM10 Build/RKQ1.211103.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.4692.98 Mobile Safari/537.36 Weibo (OPPO-PEGM10__weibo__13.4.1__android__android12)","https://forxloveletters.com/pages/writeletters/","2023-04-20T14:35:08.630Z"
"/pages/writeletters/","True","喜欢养猫的FOR X","ALL","OMEGA X의 멤버 여러분 안녕하세요. 저는 중국에서 온 팬입니다. 여러분을 알게 되어 매우 기쁩니다. 힘내세요. 우리는 여러분과 함께 앞으로 나아갈 것입니다.
OMEGA X的各位成员你们好啊，我是来自中国的粉丝，认识你们很开心，要加油哦，我们陪着你们一起前行
","119.180.18.237","Mozilla/5.0 (Linux; Android 13; PELM00 Build/TP1A.220905.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.4692.98 Mobile Safari/537.36 T7/13.31 light/1.0 SP-engine/2.69.0 baiduboxapp/13.31.5.10 (Baidu; P1 13)","https://forxloveletters.com/pages/writeletters/","2023-04-20T14:33:40.059Z"
